ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
46680,Lisa Theresa Hauser,F,20,174,65,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,NA
46680,Lisa Theresa Hauser,F,20,174,65,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,NA
46680,Lisa Theresa Hauser,F,20,174,65,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,NA
46822,Michael Haybck,M,22,182,65,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",NA
46822,Michael Haybck,M,22,182,65,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",NA
46822,Michael Haybck,M,22,182,65,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
47327,Karl Heinzle,M,33,NA,NA,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
47616,Christina Hengster,F,28,177,76,Austria,AUT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Women's Two,NA
47852,Reinfried Herbst,M,27,182,84,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
47852,Reinfried Herbst,M,31,182,84,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Slalom,NA
47852,Reinfried Herbst,M,35,182,84,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,NA
47858,Raphael Herburger,M,25,178,77,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
47884,Selina Heregger,F,24,169,65,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Downhill,NA
47884,Selina Heregger,F,24,169,65,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
47884,Selina Heregger,F,24,169,65,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Combined,NA
48314,Sebastian Heufler,M,22,192,97,Austria,AUT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,NA
48817,Marcel Hirscher,M,20,173,73,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
48817,Marcel Hirscher,M,20,173,73,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Slalom,NA
48817,Marcel Hirscher,M,24,173,73,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
